# Geofeed for AS214242 (Jiaxing Xing)
# https://asn.aldrichx.uk
# Source: https://geofeed.aldrichx.uk/geofeed.csv
# Contact: geofeed@aldrichx.uk
# Format: https://datatracker.ietf.org/doc/html/rfc8805
# Format: IP Prefix, Country Code, Region, City, Postal Code
# Example: 192.0.2.0/24,US,CA,Los Angeles,90001
# 
# 2a0c:9a46:0300::/40 Block start 
2a0a:6044:77d0::/48,SS,SS-EC,Juba,
2a0a:6044:77d1::/48,ST,ST-01,São_Tomé,
2a0a:6044:77d2::/48,SV,SV-SS,San Salvador,
2a0a:6044:77d3::/48,SX,,Philipsburg,
2a0a:6044:77d4::/48,SY,SY-DI,Damascus,
2a0a:6044:77d5::/48,SZ,SZ-HH,Mbabane,
2a0a:6044:77d6::/48,TC,,Providenciales,
2a0a:6044:77d7::/48,TD,TD-ND,N'Djamena,
2a0a:6044:77d8::/48,TF,,Port-aux-Français,
2a0a:6044:77d9::/48,TG,TG-M,Lomé,
2a0a:6044:77da::/48,TH,TH-10,Bangkok,
2a0a:6044:77db::/48,TJ,TJ-DU,Dushanbe,
2a0a:6044:77dc::/48,TK,,Atafu,
2a0a:6044:77dd::/48,TL,TL-DI,Dili,
2a0a:6044:77de::/48,TM,TM-S,Ashgabat,
2a0a:6044:77df::/48,TN,TN-11,Tunis,
2a0a:6044:77e0::/48,TO,TO-04,Nukuʻalofa,
2a0a:6044:77e1::/48,TR,TR-34,Istanbul,
2a0a:6044:77e2::/48,TT,TT-CHA,Chaguanas,
2a0a:6044:77e3::/48,TV,TV-FUN,Funafuti,
2a0a:6044:77e4::/48,TW,TW-TPE,Taipei,
2a0a:6044:77e5::/48,TZ,TZ-02,Dar es Salaam,
2a0a:6044:77e6::/48,UA,UA-30,Kyiv,
2a0a:6044:77e7::/48,UG,UG-102,Kampala,
2a0a:6044:77e8::/48,UM,UM-79,Wake Island,
2a0a:6044:77e9::/48,US,US-NY,New York,
2a0a:6044:77ea::/48,UY,UY-MO,Montevideo,
2a0a:6044:77eb::/48,UZ,UZ-TK,Tashkent,
2a0a:6044:77ec::/48,VA,,Vatican City,
2a0a:6044:77ed::/48,VC,VC-04,Kingstown,
2a0a:6044:77ee::/48,VE,VE-A,Caracas,
2a0a:6044:77ef::/48,VG,,Road Town,
2a0a:6044:77f0::/48,VI,,Charlotte Amalie,
2a0a:6044:77f1::/48,VN,VN-SG,Ho Chi Minh,
2a0a:6044:77f2::/48,VU,VU-SEE,Port Vila,
2a0a:6044:77f3::/48,WF,WF-UV,Mata Utu,
2a0a:6044:77f4::/48,WS,WS-TU,Apia,
2a0a:6044:77f5::/48,YE,YE-SN,Sanaa,
2a0a:6044:77f6::/48,YT,,Mamoudzou,
2a0a:6044:77f7::/48,ZA,ZA-GP,Johannesburg,
2a0a:6044:77f8::/48,ZM,ZM-09,Lusaka,
2a0a:6044:77f9::/48,ZW,ZW-HA,Harare,
2a0a:6044:77fa::/48,EU
# 2a0a:6044:7700::/40 Block End 
# Done
# 

